Electrode,Cluster,onset_start_ms,onset_end_ms,onset_duration_ms,span_start_ms,span_end_ms,span_duration_ms,Num_Spikes,RS,Method
microGPi_L_1-2+,4,83845.28384,84350.68928,505.4054400000023,83845.28384,84350.68928,505.4054400000023,4,4.263095360785549,RankSurprise
microGPi_L_1-2+,4,103630.27456,105154.9696,1524.6950399999914,103630.27456,105154.9696,1524.6950399999914,6,3.7552367341875357,RankSurprise
microGPi_L_1-2+,4,150272.53248,153476.25984,3203.727360000019,150272.53248,153476.25984,3203.727360000019,10,4.489504460281252,RankSurprise
microGPi_L_1-2+,4,168545.23904,168611.79904,66.56000000002678,168545.23904,168611.79904,66.56000000002678,3,5.612802774058228,RankSurprise
microGPi_L_1-2+,4,230424.86272,230561.87392,137.0112000000081,230424.86272,230561.87392,137.0112000000081,3,4.497690405688731,RankSurprise
microGPi_L_1-2+,4,234460.07808,236082.09408,1622.0160000000033,234460.07808,236082.09408,1622.0160000000033,6,3.744926093561033,RankSurprise
microGPi_L_1-2+,4,292796.08832,292932.32128,136.2329599999939,292796.08832,292932.32128,136.2329599999939,3,4.791822221988398,RankSurprise
microGPi_L_1-2+,4,294380.66688,295356.0064,975.3395200000377,294380.66688,295356.0064,975.3395200000377,5,3.5131525994127095,RankSurprise
microGPi_L_1-2+,4,341064.66304,341202.1248,137.4617599999765,341064.66304,341202.1248,137.4617599999765,3,4.567267901571171,RankSurprise
microGPi_L_1-2+,4,359963.68896,360106.27072,142.58175999997184,359963.68896,360106.27072,142.58175999997184,3,4.602985984173248,RankSurprise
microGPi_L_1-2+,4,364650.496,364896.78848,246.2924800000037,364650.496,364896.78848,246.2924800000037,4,5.890134435635499,RankSurprise
microGPi_L_1-2+,4,370868.46976,371686.07232,817.6025599999703,370868.46976,371686.07232,817.6025599999703,5,3.909404846531949,RankSurprise
microGPi_L_1-2+,4,375750.73792,375986.62656,235.88864000001922,375750.73792,375986.62656,235.88864000001922,4,6.044025123261061,RankSurprise
microGPi_L_1-2+,4,380113.3056,380302.09024,188.78463999996893,380113.3056,380302.09024,188.78463999996893,3,3.935156611597595,RankSurprise
microGPi_L_1-2+,4,387041.44384,392551.66976,5510.225919999997,387041.44384,392551.66976,5510.225919999997,14,4.914877068289664,RankSurprise
microGPi_L_1-3+,0,22920.43776,23319.01952,398.58176000000094,22920.43776,23319.01952,398.58176000000094,5,4.0915794301760116,RankSurprise
microGPi_L_1-3+,0,39280.80384,40742.54336,1461.7395200000028,39280.80384,40742.54336,1461.7395200000028,11,6.322468305868409,RankSurprise
microGPi_L_1-3+,0,63781.43744,65085.27616,1303.8387199999997,63781.43744,65085.27616,1303.8387199999997,9,4.818054242565845,RankSurprise
microGPi_L_1-3+,0,68746.24,69269.0944,522.8543999999965,68746.24,69269.0944,522.8543999999965,6,5.014970272657926,RankSurprise
microGPi_L_1-3+,0,87449.76384,87523.5328,73.76896000000124,87449.76384,87523.5328,73.76896000000124,3,4.5755777383207334,RankSurprise
microGPi_L_1-3+,0,92222.54592,92278.04672,55.50079999999434,92222.54592,92278.04672,55.50079999999434,3,5.1603711797538026,RankSurprise
microGPi_L_1-3+,0,147243.86816,147292.52864,48.66047999999137,147243.86816,147292.52864,48.66047999999137,3,5.263624213072065,RankSurprise
microGPi_L_1-3+,0,166126.63296,166514.19648,387.56352000002516,166126.63296,166514.19648,387.56352000002516,7,8.14578656198934,RankSurprise
microGPi_L_1-3+,0,207667.56864,207784.38656,116.81792000000132,207667.56864,207784.38656,116.81792000000132,3,3.576575697933041,RankSurprise
microGPi_L_1-3+,0,210468.864,210680.6272,211.76319999998668,210468.864,210680.6272,211.76319999998668,4,4.35259057244037,RankSurprise
microGPi_L_1-3+,0,233338.96192,234697.15456,1358.1926399999938,233338.96192,234697.15456,1358.1926399999938,9,4.506470633855711,RankSurprise
microGPi_L_1-3+,0,247170.8672,247238.12352,67.25631999998586,247170.8672,247238.12352,67.25631999998586,3,4.772786496923487,RankSurprise
microGPi_L_1-3+,0,248793.62048,248858.4192,64.79871999999159,248793.62048,248858.4192,64.79871999999159,3,4.857457596692409,RankSurprise
microGPi_L_1-3+,0,295320.41216,295631.872,311.4598399999668,295320.41216,295631.872,311.4598399999668,5,5.138671251027745,RankSurprise
microGPi_L_1-3+,0,300739.74784,301305.32352,565.5756799999508,300739.74784,301305.32352,565.5756799999508,6,4.641407676889814,RankSurprise
microGPi_L_1-3+,0,345446.15424,345517.83424,71.67999999999302,345446.15424,345517.83424,71.67999999999302,3,4.6521438653808005,RankSurprise
microGPi_L_1-3+,0,348055.22432,349662.33088,1607.1065600000438,348055.22432,349662.33088,1607.1065600000438,10,4.4235014628658265,RankSurprise
microGPi_L_1-3+,0,351408.7424,351660.48256,251.74015999998664,351408.7424,351660.48256,251.74015999998664,4,3.7757090483552496,RankSurprise
microGPi_L_1-3+,0,352872.07936,353012.20352,140.12416000000667,352872.07936,353012.20352,140.12416000000667,4,5.650801056957992,RankSurprise
microGPi_L_1-3+,0,363302.83008,364139.19232,836.3622399999877,363302.83008,364139.19232,836.3622399999877,8,5.414888120255295,RankSurprise
microGPi_L_1-3+,0,380457.90208,381960.56064,1502.6585599999526,380457.90208,381960.56064,1502.6585599999526,10,4.801559183386505,RankSurprise
microGPi_L_1-3+,0,385100.67712,387832.13568,2731.458559999999,385100.67712,387832.13568,2731.458559999999,13,3.6738990746366285,RankSurprise
microGPi_L_1-3+,0,389269.504,391895.32672,2625.8227199999965,389269.504,391895.32672,2625.8227199999965,24,17.364501218635823,RankSurprise
microGPi_L_1-3+,1,11698.50368,11769.48736,70.98367999999937,11698.50368,11769.48736,70.98367999999937,4,5.598835421935583,RankSurprise
microGPi_L_1-3+,1,16331.776,16387.11296,55.336959999998726,16331.776,16387.11296,55.336959999998726,3,3.7375088414579416,RankSurprise
microGPi_L_1-3+,1,17755.50464,17808.71168,53.20704000000114,17755.50464,17808.71168,53.20704000000114,3,3.7435511559139023,RankSurprise
microGPi_L_1-3+,1,20978.97472,21015.26528,36.29056000000128,20978.97472,21015.26528,36.29056000000128,3,4.438402616828089,RankSurprise
microGPi_L_1-3+,1,37506.21184,37686.0672,179.8553599999941,37506.21184,37686.0672,179.8553599999941,5,4.699155585541028,RankSurprise
microGPi_L_1-3+,1,48173.6704,48211.64032,37.96991999999591,48173.6704,48211.64032,37.96991999999591,3,4.346335749913562,RankSurprise
microGPi_L_1-3+,1,49520.10752,49567.08864,46.98112000000401,49520.10752,49567.08864,46.98112000000401,3,3.9472251258554003,RankSurprise
microGPi_L_1-3+,1,51472.54784,51724.65664,252.1088000000018,51472.54784,51724.65664,252.1088000000018,5,3.645403746564668,RankSurprise
microGPi_L_1-3+,1,64377.28256,66534.4,2157.1174399999945,64377.28256,66534.4,2157.1174399999945,19,4.538784573310771,RankSurprise
microGPi_L_1-3+,1,69919.41632,69951.61088,32.194559999988996,69919.41632,69951.61088,32.194559999988996,3,4.580369769421942,RankSurprise
microGPi_L_1-3+,1,76562.47296,76724.30592,161.83295999999973,76562.47296,76724.30592,161.83295999999973,4,3.745499395798447,RankSurprise
microGPi_L_1-3+,1,87197.24544,87624.94976,427.7043200000044,87197.24544,87624.94976,427.7043200000044,8,5.387518572981371,RankSurprise
microGPi_L_1-3+,1,90932.87936,91036.4672,103.58783999999287,90932.87936,91036.4672,103.58783999999287,4,4.403588759210397,RankSurprise
microGPi_L_1-3+,1,93677.89568,93780.09088,102.19520000000193,93677.89568,93780.09088,102.19520000000193,4,4.484868768833952,RankSurprise
microGPi_L_1-3+,1,119154.11456,121377.30048,2223.1859200000035,119154.11456,121377.30048,2223.1859200000035,20,4.698005781975653,RankSurprise
microGPi_L_1-3+,1,125113.9584,125643.3664,529.4079999999958,125113.9584,125643.3664,529.4079999999958,7,4.144378700285554,RankSurprise
